acceleration_threshold,timeline,sec_name,n_points,coverage_density,coverage_time,coverage_max_gap,max_jerk,max_acceleration,max_speed,median_jerk,mean_median_jerk_ratio,gt_error
20,car_scooter_brex_san_jose,bus trip with e-scooter access/city_escooter_1,1236,1.0421526434890436,0.9896638012925421,0.021972043337679874,2230641144.4941573,2452248.3516314058,2699.7649082444364,8.970730523915886,4.92454835502376e-06,6.416257647001624e-10
20,car_scooter_brex_san_jose,bus trip with e-scooter access/city_bus_rapid_transit_1,2925,1.1515806544825775,0.9977417513851562,0.017029843354739588,96223493399.39684,8396581.646831073,11479.033376125986,579.747484810086,5.833398427853698e-06,6.217521112241125e-10
20,car_scooter_brex_san_jose,bus trip with e-scooter access/walk_back_from_bus_1,640,1.0474594139929772,0.9271520992138511,0.06463661490948798,38091.55802196029,1114.4063409175146,45.87924241969028,0.5322444954284278,0.0013473062910655345,1.0612213331756848e-09
20,car_scooter_brex_san_jose,freeway_driving_weekday/freeway_driving_weekday_2,1749,1.2237778381016993,0.9871036262267631,0.015043579031537267,66810161371.815636,11218340.202315893,16758.635545865138,623.5691730226347,4.0187339884403455e-06,6.829429384774533e-10
20,car_scooter_brex_san_jose,bus trip with e-scooter access/city_escooter_2,1290,1.0406209181335506,0.9928261488319278,0.03731205112142282,6197281254.395787,353139.4009685597,309.0273974170241,10.028815998234567,2.0673823713822986e-06,6.416257647001624e-10
20,car_scooter_brex_san_jose,bus trip with e-scooter access/city_bus_rapid_transit_2,2622,1.1715913850747546,0.995985649197777,0.01986699263819206,18494387351567.406,189604456.44463024,6431.580338133334,701.8158727555324,9.843442495809483e-08,6.217521112241125e-10
20,car_scooter_brex_san_jose,bus trip with e-scooter access/walk_back_from_bus_2,620,1.0473522634796832,0.9180210011845933,0.07929141562651666,524584.4026437964,4973.660022367422,122.83702766808042,1.0548423022735907,0.00032744913221907206,1.0612213331756848e-09
20,car_scooter_brex_san_jose,freeway_driving_weekday/freeway_driving_weekday_3,1937,1.1965186374991097,0.9871808062998835,0.02425486208766065,618669003291.676,48823221.12023171,6874.942172113815,303.0892736400966,8.758758420401253e-07,6.829429384774533e-10
20,car_scooter_brex_san_jose,bus trip with e-scooter access/city_escooter_3,1403,1.0364829551693713,0.9954817042194246,0.05983833883575363,5862011.8593924465,48897.991985684974,536.5188304094216,11.201186999192082,0.00035800306956097966,6.416257647001624e-10
20,car_scooter_brex_san_jose,bus trip with e-scooter access/city_bus_rapid_transit_3,2456,1.18540429586999,0.9963241420773334,0.02113861871733805,301057383817.27966,19451772.408788953,3534.3239950524576,808.7960716081316,4.9298105945455865e-06,6.217521112241125e-10
20,car_scooter_brex_san_jose,bus trip with e-scooter access/walk_back_from_bus_3,648,1.0461283993757509,0.9351360110491609,0.06417141490468298,3320071.7379125636,22433.98190841253,258.0964325142359,0.805916350874217,4.523815884315561e-05,1.0612213331756848e-09
20,car_scooter_brex_san_jose,freeway_driving_weekday/freeway_driving_weekday_4,2006,1.1885208914580028,0.9820496388858354,0.03126230648009202,232693382649.28052,19140100.485485382,11219.461870678073,114.62377624294993,5.020020695685062e-07,6.829429384774533e-10
20,car_scooter_brex_san_jose,bus trip with e-scooter access/city_escooter_4,1310,1.039620183988995,0.9856522397300649,0.040870305267711717,448826894.6863434,246554.9611059299,461.304553668377,8.904339238996002,1.4681499647294271e-05,6.416257647001624e-10
20,car_scooter_brex_san_jose,bus trip with e-scooter access/city_bus_rapid_transit_4,2847,1.156450980254712,0.9961028589165372,0.01875892854616225,254614627223.29703,11655269.71055696,5340.2387757935885,1586.648755352107,1.1783939835566116e-05,6.217521112241125e-10
20,car_scooter_brex_san_jose,bus trip with e-scooter access/walk_back_from_bus_4,654,1.0465069517457688,0.9285462791353418,0.07406069811001177,6882986.930416165,14702.303976571568,190.56305647435076,0.810181290656337,5.611696147152023e-05,1.0612213331756848e-09
20,car_scooter_brex_san_jose,freeway_driving_weekday/freeway_driving_weekday_5,1921,1.1980761773432484,0.9949643868411869,0.02323164437021143,296224062589.55133,9102658.650469176,10578.10158194235,597.2859481393319,2.3198440991141447e-06,6.829429384774533e-10
20,car_scooter_brex_san_jose,bus trip with e-scooter access/city_escooter_5,1286,1.0397289596227934,0.9896033327212335,0.027488731897827325,8453641.019857448,30195.288957212157,237.27494936762494,9.253270444168653,0.0004096978449160926,6.416257647001624e-10
20,car_scooter_brex_san_jose,bus trip with e-scooter access/city_bus_rapid_transit_5,2555,1.1776030852712926,0.9968532201259499,0.014403028085332246,347748385253.78467,18820512.687526617,3021.0429699069214,684.7727869967412,3.3663307297727247e-06,6.217521112241125e-10
20,car_scooter_brex_san_jose,bus trip with e-scooter access/walk_back_from_bus_5,647,1.0451589920032545,0.9328751574247046,0.06540370915879391,2436754.839950074,7642.599334571938,97.22117347896956,0.8183964109939622,0.00013984814454074413,1.0612213331756848e-09
20,car_scooter_brex_san_jose,freeway_driving_weekday/freeway_driving_weekday_6,2002,1.1899229005519512,0.9835787332525295,0.016418078880805723,3.2808292856067113e+19,23466319688812.918,16784431.79602424,192.99377663477597,1.177669513221404e-14,6.829429384774533e-10
20,car_scooter_brex_san_jose,bus trip with e-scooter access/city_escooter_6,1482,1.034046591113879,0.9945363012399464,0.031443888127733174,9.395438592090688e+16,134402827479.95076,192305.1101218063,11.42171117111477,1.8015939568625242e-13,6.416257647001624e-10
20,car_scooter_brex_san_jose,bus trip with e-scooter access/city_bus_rapid_transit_6,2855,1.1552854821524332,0.9949674664927034,0.019684725790936847,119758263669.35596,6227684.784330581,3695.6023308310096,1803.4543191577475,1.9617260599179072e-05,6.217521112241125e-10
20,car_scooter_brex_san_jose,bus trip with e-scooter access/walk_back_from_bus_6,625,1.048819175857893,0.9250147741654907,0.07146063423397946,inf,inf,inf,1.0463636301155894,0.0,1.0612213331756848e-09
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_caltrain_0,1115,1.0798996314206475,0.9440053146817338,0.05199859096533307,527576.0084780358,3272.5527782386175,67.7592230389837,1.0158966064966684,0.0005097316764291316,7.066114844795951e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/commuter_rail_aboveground_0,2927,1.1699103468304564,0.993164867622405,0.025379184169036267,inf,inf,inf,121.44848221991361,0.0,7.225986198398043e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/subway_underground_0,3864,1.1795275206619795,0.988895522990642,0.02397526380222663,inf,inf,inf,27.9964482117207,0.0,8.022390272317053e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_bus_0,285,1.0072153442106522,0.9264951693462254,0.2853583172423521,3031580.5410992242,13203.378135580098,70.42308122972692,36.01257321177884,0.0015063217624460418,8.417568395528515e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/city_bus_short_0,473,1.187725272612657,0.9730314314809463,0.10677260597574875,140380323.63141176,133014.49748820782,947.1936447838661,333.84410133178176,0.0005046557728923052,6.4425497260919e-10
20,train_bus_ebike_mtv_ucb,walk_urban_university/walk_urban_university_0,866,1.0852523030292662,0.9822504261264109,0.046653018374287814,1678383.4871841716,10355.120482617824,182.36746445472073,1.0414683602265928,0.00031745052816657964,8.783406312073868e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk to the bikeshare location_0,305,1.063190908063734,0.927408814174471,0.044444322291711795,2467643.611453489,3014.0610043181996,37.009929544167015,0.8601588933536564,0.00010424664857642207,4.6000558237409036e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/ebike_bikeshare_urban_long_0,1467,1.2122461443254104,0.9631746714453524,0.03106168703161475,160524771446.49033,3788945.2773087206,678.9977240962922,20.581618151779168,1.3549820196193432e-07,7.591327569011733e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/express_bus_0,2751,1.1684156332095168,0.9779714956067638,0.02139477578715929,240916046670.701,11691615.687706593,7710.110836820451,80.44000495714783,4.498641958074976e-07,6.769007973500341e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk_downtown_urban_canyon_0,639,1.0228416010453756,0.8360264160694705,0.17333935350042928,867524.4275364814,7635.3742594993255,109.47784455133043,2.3819162213011387,0.00036020259513369146,1.060580868851958e-09
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/light_rail_below_above_ground_0,834,1.1584694695622915,0.9779776797423717,0.03022767908002003,1411427684692.586,105067519.43558516,88401.10327536888,23.815673318732316,2.3385552814569644e-09,8.145851430344032e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/commuter_rail_with_tunnels_0,4775,1.1718853165149357,0.9975129038920357,0.020447009636496365,9.614858702552496e+20,229236094954630.75,54654433.705386944,745.2542955138761,3.701134575386479e-15,7.999884506231548e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/inner_suburb_downtown_walk_0,1201,1.0739265613728732,0.99367240547913,0.042707927940921986,3605026.6052533183,17900.084643682778,210.2223923362591,0.830230050885743,0.00010898323424304706,7.13358173776683e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_caltrain_1,1012,1.0885996728621061,0.9380033564288238,0.05432166767994545,1211369.219886457,7965.780735945248,183.6920548620151,1.3509829206847825,0.00017572697803543906,7.066114844795951e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/commuter_rail_aboveground_1,2709,1.1851406281220844,0.9917007635870672,0.025140724736796523,849345328922705.2,5077751172.780911,775570.89893373,114.37980794918106,1.1925302833297307e-10,7.225986198398043e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/subway_underground_1,3887,1.1905516105002931,0.9677624055158122,0.018913646575239255,inf,inf,inf,42.55032826926487,0.0,8.022390272317053e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_bus_1,215,1.004735401206298,0.911562966245256,0.22091537710977163,9551.569500798605,305.31808980285723,15.530405750376374,1.6220896610990907,0.004882859515876,8.417568395528515e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/city_bus_short_1,535,1.1655471854371682,0.985812079005009,0.06699019951039784,284709768.2810585,341564.26663423056,638.7877407062397,252.832370453643,0.0002559968218986476,6.4425497260919e-10
20,train_bus_ebike_mtv_ucb,walk_urban_university/walk_urban_university_1,888,1.0837592209826854,0.981547599581547,0.0516258677065059,2052701.8213347087,4652.676153821569,67.41217188580299,0.9801656544296653,0.0002767574149979045,8.783406312073868e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk to the bikeshare location_1,219,1.0886989909077598,0.9122379216984541,0.07705307575992829,2089937.7866135992,12491.060734059383,154.7510963392786,0.9563860122813228,1.2912749018810303e-05,4.6000558237409036e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/ebike_bikeshare_urban_long_1,1446,1.2156335333163455,0.9847222980441585,0.02942364450153387,10133242888.63694,915700.6252501234,713.5889351102676,20.48215887622979,1.6256374535064933e-06,7.591327569011733e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/express_bus_1,2788,1.1667078001059064,0.9678664558375576,0.032367002065755886,107148499791606.64,153403104.2074256,6015.768076615897,119.51155438190759,3.0907991948179346e-09,6.822293654972005e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk_downtown_urban_canyon_1,616,1.015901936064148,0.8359656347031728,0.1515508208543315,7189619.415788258,6401.4992373672185,91.58324377218229,2.5352791504907883,0.00014019731029321536,1.060580868851958e-09
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/light_rail_below_above_ground_1,869,1.1473698556097034,0.9786147138947457,0.019144819487237057,300603347366.524,9840340.086967288,17110.882341933542,21.346281731973537,4.203516379075056e-08,8.145851430344032e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/commuter_rail_with_tunnels_1,4797,1.1709937918704554,0.9974629494858669,0.018591093251114004,139393573679385.86,984256979.1428996,414388.1973112741,106.40977383967333,1.846817400239275e-09,7.999884506231548e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/inner_suburb_downtown_walk_1,1188,1.0741179542130046,0.990482093698399,0.033000782960773314,81117420703305.48,1740590515.159235,37349.10261272871,0.6358966091582783,9.299373248137824e-12,7.13358173776683e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_caltrain_2,874,1.1060416088779463,0.946898082048759,0.05662675466418566,566154.7550776904,4732.240104133105,85.66193708873337,1.557863676744725,0.0003891774893355399,7.066114844795951e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/commuter_rail_aboveground_2,2829,1.1762425625760404,0.9906587592087989,0.026191998673185484,8.967927049753827e+16,491767698932.8214,2696822.577938112,241.78810549363408,7.600731803032073e-12,7.225986198398043e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/subway_underground_2,3860,1.192435790475897,0.995862589307177,0.02256133161659185,inf,inf,inf,67.64257051580702,0.0,8.022390272317053e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_bus_2,223,1.010808397537759,0.9157830282006431,0.18258427331179264,4943.018533873749,192.72344725356484,13.987958644498491,1.290245883796257,0.007707922592504153,8.417568395528515e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/city_bus_short_2,499,1.1780228118129996,0.9696751684918068,0.06365285676494548,853255285.2546633,544783.7807859502,1023.9862201092723,429.86797629903356,0.0001585096481305507,6.4425497260919e-10
20,train_bus_ebike_mtv_ucb,walk_urban_university/walk_urban_university_2,780,1.096962151039883,0.9812923991353352,0.04234880136047729,44086847.011254266,28498.845774259473,33.15496090882241,1.1819508657024442,2.0163625972182305e-05,8.783406312073868e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk to the bikeshare location_2,1403,1.013147647205879,0.5911208907159484,0.4069804613565727,8287299421.669009,2633795.511588537,1133.627471921296,67.96223536766014,4.32186849074325e-06,4.6000558237409036e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/ebike_bikeshare_urban_long_2,1543,1.2001097191915584,0.9721646253185371,0.03169398136600144,5124860406.780509,1408819.738920489,898.6647259542234,29.955988795724323,7.270281304224813e-06,7.591327569011733e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/express_bus_2,2365,1.202236324410241,0.9722390688267566,0.028242214317204972,2460571916087971.5,586644157.3831019,4973.690257575457,409.56788771791264,3.921655360295713e-10,6.769007973500341e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk_downtown_urban_canyon_2,564,1.0181713692785077,0.8545725373056228,0.14600350730562878,2098387.8385201506,11545.015747846905,145.3680179254195,2.6043010392190675,0.00022582767359106124,1.060580868851958e-09
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/light_rail_below_above_ground_2,1218,1.1034479510048696,0.9474091619605973,0.08354832776260727,52765137083.490715,1751797.54411385,1904.93456949164,53.038483137322174,1.1365155291065065e-06,8.145851430344032e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/commuter_rail_with_tunnels_2,4793,1.1702608973273092,0.9958814879255747,0.03211729887136495,1.6328576328734122e+17,700746475408.0175,3007422.636911625,828.7308454890536,2.1254856437661572e-11,7.999884506231548e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/inner_suburb_downtown_walk_2,1193,1.074424960602365,0.999225053415692,0.04795684699060184,146161923.8794963,33448.91457116558,256.1829393361409,0.849157160469329,4.622367645999477e-06,7.13358173776683e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_caltrain_3,949,1.0954065836165017,0.9247775335860994,0.0757216154615967,410686259068390.5,3894424587.568162,78925.09860338365,2.1357532476304932,3.309004683019229e-12,7.066114844795951e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/commuter_rail_aboveground_3,2639,1.1913622084675586,0.9955419539170262,0.02256989415285152,4.100818997390432e+16,54153800373.05094,1273856.2978928245,185.6050615249752,4.452365841779784e-12,7.225986198398043e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/subway_underground_3,3868,1.1899452839988747,0.9952886641065797,0.025328488296881092,inf,inf,inf,58.17389920085679,0.0,8.022390272317053e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_bus_3,309,1.0195085540598094,0.9698029455469791,0.2992796181023534,2.144738404225294e+18,1022690966160.2357,487666.9499873831,23.70435942258258,1.7075357951715835e-15,8.417568395528515e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/city_bus_short_3,378,1.2526017169820336,0.9576853108313415,0.03378377185277651,140498129.27514905,127789.77460634886,719.0305734724896,324.4811021127614,0.00036987307979270456,6.4425497260919e-10
20,train_bus_ebike_mtv_ucb,walk_urban_university/walk_urban_university_3,797,1.0942109175206816,0.9785787958304913,0.03862147976113899,2258005918104.9556,160428214.39659828,11398.762937748255,1.8883771641856266,6.659386226819205e-10,8.783406312073868e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk to the bikeshare location_3,519,1.0708071431547226,0.978993470273305,0.03700601124372408,3601160865.885406,1234631.5184776068,512.2714147175191,1.040341920615747,1.4032344651870004e-07,5.692611509058333e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/ebike_bikeshare_urban_long_3,1586,1.1937928502189994,0.9822915822241656,0.027664793957965592,2850425792.765307,251356.61549390704,363.07308318808356,14.695188512445467,7.575648264040843e-06,7.481166846026598e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/express_bus_3,2741,1.1612161764189428,0.9847156225628272,0.01668087531873391,326054603949.83594,84730170.43822719,22052.694803705595,38.588840005669724,2.5292175445457905e-07,7.342253319793175e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk_downtown_urban_canyon_3,785,1.0121577735661518,0.8830102017391962,0.10751961789862412,inf,inf,inf,19.45296401583056,0.0,8.02529976053429e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/light_rail_below_above_ground_3,930,1.140471929943614,0.9856129629220856,0.028287174817367713,5723889035355574.0,6885588459.248999,186367.11609263963,18.282525025074506,2.6501816038587855e-12,8.145851430344032e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/commuter_rail_with_tunnels_3,3579,1.2425810516383924,0.9968581645488342,0.02751475825337328,71749770361466.16,1043487563.4892898,213503.1803795226,327.58535510440475,6.913217845216219e-09,7.999884506231548e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/inner_suburb_downtown_walk_3,1186,1.074666833186685,0.995566267538603,0.040089005735421374,1888704789.3545876,740770.7893262185,295.1272354205223,1.049160996539253,6.534792939779017e-07,7.13358173776683e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_caltrain_4,960,1.0936529756486262,0.9376241901172634,0.06364239614109067,1.039738082210678e+19,4957857525186.422,2364128.907404039,1.8977205049284942,1.7521828433637444e-16,7.066114844795951e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/commuter_rail_aboveground_4,2716,1.184768680053126,0.99373213239174,0.032237446565217306,2.41267500767062e+19,4697631175301.504,6490031.699794815,341.4753876961301,3.697479636916525e-14,7.225986198398043e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/subway_underground_4,3882,1.1899937289785,1.036387101126863,0.051637876973952584,inf,inf,inf,17.610502848623046,0.0,8.022390272317053e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_bus_4,318,1.017214138932621,0.9846260329363267,0.3083812856673508,2.287766616564004e+16,49090146215.56137,105344.0997595273,19.847181101395947,2.742498669654519e-13,8.417568395528515e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/city_bus_short_4,344,1.2802506440922412,0.9679793970553906,0.04755556661265382,42160369.36942069,64034.92974459132,649.791930916281,56.71613372469541,0.00017019507910441987,6.4425497260919e-10
20,train_bus_ebike_mtv_ucb,walk_urban_university/walk_urban_university_4,797,1.0943910708015385,0.9762471943418328,0.04986383356378043,171974381396952.47,1353062360.5021343,18004.16097828759,2.1636097043036573,8.894540090443716e-12,8.783406312073868e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk to the bikeshare location_4,423,1.081873462146632,0.9757339130025251,0.03252413397510759,141293333.95320213,31502.218990385096,57.96645655927732,1.6245993153627831,4.851027869117164e-06,5.692611509058333e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/ebike_bikeshare_urban_long_4,1297,1.2473953722311308,0.9896004625907594,0.026306103137409238,1184327935.2193735,690123.6195144085,847.8045626383232,21.753792999165757,1.9016211222784047e-05,7.481166846026598e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/express_bus_4,2768,1.1595518300253291,0.9747157004676398,0.022551468031725974,44780511492.07574,9003792.694218282,5209.622224890267,37.762862208742774,6.080772395061078e-07,7.342253319793175e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk_downtown_urban_canyon_4,687,1.0155550644716347,0.8680409604215221,0.12373774916571322,1.4572378595900606e+16,45166235606.413246,182000.4166488166,12.070394628513478,3.0908237343985824e-13,8.02529976053429e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/light_rail_below_above_ground_4,978,1.1316995244750658,0.9762004634048554,0.033598595902322205,2.085992467031601e+16,24866972505.86797,379555.2020998466,27.86301719910596,7.367888780072152e-13,8.145851430344032e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/commuter_rail_with_tunnels_4,4839,1.1691312469162367,0.9968915805502455,0.03569284342887911,57352606641602.38,82288995.3656966,14970.971110510656,842.1364519255002,6.962093523942022e-08,7.999884506231548e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/inner_suburb_downtown_walk_4,1081,1.0827986868850388,0.9966288053274287,0.04725599698187916,1777300607.6124265,1811263.2465996575,3080.995480996913,1.1735805082357729,2.8919469773816195e-07,7.13358173776683e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_caltrain_5,953,1.0955377151487455,0.9487565568801912,0.057725635077007946,3.89214665437874e+17,251994435383.24158,1012415.5558300182,2.328373848898359,1.873306860154069e-15,7.066114844795951e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/commuter_rail_aboveground_5,2913,1.1698908683633351,0.9963953555114579,0.03398391860120614,4.9219859134917706e+20,117349322355550.31,55956485.3754734,561.6170830403846,2.1993557765523874e-15,7.225986198398043e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/subway_underground_5,3900,1.1853006964856805,0.9954414281855775,0.024840442430267267,inf,inf,inf,12.088099357669517,0.0,8.022390272317053e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_bus_5,304,0.981224067490317,0.8824163210476238,0.275081972966545,688262112.899375,480147.0370445035,517.6009395383699,10.06453857357402,2.4070341397435703e-06,8.417568395528515e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/city_bus_short_5,309,1.3267780084595318,0.9682903930443685,0.040695809414695146,30242241473.895466,8024642.390151613,10656.159174313543,37.60776443491867,1.9528668171469909e-07,6.4425497260919e-10
20,train_bus_ebike_mtv_ucb,walk_urban_university/walk_urban_university_5,826,1.0912703168849494,0.9421291304192584,0.04199304766873166,50904159449.739204,12488381.589853128,3064.1061564907886,1.9758767242048134,2.002892841706773e-08,8.783406312073868e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk to the bikeshare location_5,356,1.1082698172397754,0.9969791596642373,0.04532214633936056,5783.810723081364,371.39291652448264,28.271788865060433,0.9460514113712821,0.037898423353695795,5.692611509058333e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/ebike_bikeshare_urban_long_5,1414,1.2221166437991446,0.9450685497599555,0.05051760034366362,216095137465.2246,5976464.593526521,576.9903035733963,31.728861561556947,1.5169990911624146e-07,7.481166846026598e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/express_bus_5,2381,1.1901073489375285,0.9672676801054748,0.03130540069734831,90984837205358.64,108801872.53187199,11740.213929776206,655.6062538055288,1.711312037713504e-08,7.342253319793175e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/walk_downtown_urban_canyon_5,652,1.0130380518125965,0.8750108211175981,0.12039522392531701,2.4616508838155915e+19,5417569012921.58,1937473.641026072,6.792535152337878,9.232193370815162e-17,8.02529976053429e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/light_rail_below_above_ground_5,799,1.1549854912682338,0.9736099643277499,0.021941972004401105,737039050.9289128,405718.9601121262,1080.9062600788811,12.391393521429915,4.9676060866561786e-06,8.145851430344032e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/commuter_rail_with_tunnels_5,4252,1.1966217433545243,0.9952035472579681,0.023326300483583418,2051066633807.1162,66197514.216130994,15246.42368775293,548.9991595063565,7.381954711147691e-07,7.999884506231548e-10
20,train_bus_ebike_mtv_ucb,berkeley_to_mtv_SF_express_bus/inner_suburb_downtown_walk_5,1063,1.0837897723786443,0.9964671672294578,0.049945147447710295,618631502.0341696,812622.3333215876,1075.589700838115,1.061340282522323,1.8136363921780397e-06,7.13358173776683e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_caltrain_6,945,1.0943668186564532,0.9533283105384409,0.047387994095183975,783388175675.4169,88344279.43169256,9966.908708835308,1.94713440528625,2.3473026029183693e-09,7.066114844795951e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/commuter_rail_aboveground_6,2859,1.174898475263851,0.9968861495782776,0.03147638182223582,299919474588.5014,28430317.505191967,26898.64961929429,1866.4184628000626,3.666332184111285e-06,7.225986198398043e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/subway_underground_6,3901,1.1888153695217625,0.9968819785285314,0.013672434863613886,2.000844626478409e+16,10394049611.087158,781346.9986666271,61.17338758107183,1.0653416397417109e-11,8.022390272317053e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/walk_to_bus_6,292,1.0112037324657515,0.9349428917605862,0.2616957275117698,119108673.08389446,151447.49301654325,371.1409342634205,6.414940300318439,6.108780996384529e-06,8.417568395528515e-10
20,train_bus_ebike_mtv_ucb,mtv_to_berkeley_sf_bart/city_bus_short_6,366,1.1933310208133237,0.9748670505957341,0.03749487842903497,51378188.94601195,114440.90760323666,927.0817268319028,387.71466616993575,0.0005478132770599958,6.922048303980974e-10
20,train_bus_ebike_mtv_ucb,walk_urban_university/walk_urban_university_6,824,1.0908826258836604,0.9685104095024464,0.05569646214687014,5815261849.69637,1041256.6610463636,637.0974388393374,1.621782949451964,1.939159178146328e-07,8.783406312073868e-10
